CSID,Question,Text,Rank
6888356,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,6
6892334,Seminar in Scholarly Inquiry 1,SSI-1 195: Honors - New World Rhetorics,1
6892334,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,2
6892334,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,3
6892334,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),4
6892334,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,5
6892334,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,6
6907526,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,1
6907526,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,2
6907526,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,3
6907526,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",4
6907526,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,5
6907526,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,6
6907850,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,1
6907850,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",2
6907850,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,3
6907850,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",4
6907850,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,5
6907850,Seminar in Scholarly Inquiry 1,SSI-1 129: Mao's China -- A Country in Revolution,6
6910509,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,1
6910509,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,2
6910509,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,3
6910509,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",4
6910509,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,5
6910509,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,6
6913996,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,1
6913996,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,2
6913996,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,3
6913996,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,4
6913996,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,5
6913996,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,6
6921817,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,1
6921817,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,2
6921817,Seminar in Scholarly Inquiry 1,SSI-1 129: Mao's China -- A Country in Revolution,3
6921817,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,4
6921817,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,5
6921817,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",6
6922485,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,1
6922485,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,2
6922485,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,3
6922485,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,4
6922485,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,5
6922485,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,6
6922821,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,1
6922821,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,2
6922821,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,3
6922821,Seminar in Scholarly Inquiry 1,SSI-1 181: Science and Theater,4
6922821,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,5
6922821,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,6
6925262,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,1
6925262,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,2
6925262,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,3
6925262,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,4
6925262,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,5
6925262,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,6
6925352,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,1
6925352,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),2
6925352,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,3
6925352,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,4
6925352,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,5
6925352,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,6
6925397,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,1
6925397,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,2
6925397,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,3
6925397,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,4
6925397,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,5
6925397,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,6
6925729,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,1
6925729,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,2
6925729,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,3
6925729,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,4
6925729,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,5
6925729,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",6
6925736,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,1
6925736,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,2
6925736,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,3
6925736,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,4
6925736,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,5
6925736,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,6
6926556,Seminar in Scholarly Inquiry 1,SSI-1 129: Mao's China -- A Country in Revolution,1
6926556,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,2
6926556,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,3
6926556,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,4
6926556,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,5
6926556,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,6
6926952,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",1
6926952,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,2
6926952,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,3
6926952,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,4
6926952,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,5
6926952,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,6
6933346,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,1
6933346,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,2
6933346,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,3
6933346,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,4
6933346,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,5
6933346,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,6
6939808,Seminar in Scholarly Inquiry 1,SSI-1 138: Theatre and Comedy: Drama History and Theory from Aristophanes to the Absurd",1
6939808,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,2
6939808,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,3
6939808,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,4
6939808,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,5
6939808,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",6
6951545,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,1
6951545,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,2
6951545,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",3
6951545,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,4
6951545,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,5
6951545,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,6
6951812,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,1
6951812,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,2
6951812,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,3
6951812,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,4
6951812,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),5
6951812,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,6
6952393,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,1
6952393,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,2
6952393,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",3
6952393,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),4
6952393,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,5
6952393,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,6
6952576,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,1
6952576,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,2
6952576,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,3
6952576,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,4
6952576,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",5
6952576,Seminar in Scholarly Inquiry 1,SSI-1 138: Theatre and Comedy: Drama History and Theory from Aristophanes to the Absurd",6
6954897,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,1
6954897,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,2
6954897,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,3
6954897,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,4
6954897,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",5
6954897,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,6
6955389,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,1
6955389,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,2
6955389,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,3
6955389,Seminar in Scholarly Inquiry 1,SSI-1 190: Translation on Stage - Language Culture and Genre",4
6955389,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,5
6955389,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,6
6957520,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,1
6957520,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,2
6957520,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,3
6957520,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,4
6957520,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,5
6957520,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,6
6957642,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,1
6957642,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,2
6957642,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,3
6957642,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",4
6957642,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,5
6957642,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,6
6958782,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,1
6958782,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,2
6958782,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,3
6958782,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,4
6958782,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,5
6958782,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,6
6959750,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,1
6959750,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,2
6959750,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,3
6959750,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,4
6959750,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,5
6959750,Seminar in Scholarly Inquiry 1,SSI-1 138: Theatre and Comedy: Drama History and Theory from Aristophanes to the Absurd",6
6961094,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,1
6961094,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),2
6961094,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,3
6961094,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,4
6961094,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,5
6961094,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,6
6962090,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,1
6962090,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,2
6962090,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,3
6962090,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,4
6962090,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,5
6962090,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,6
6962292,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,1
6962292,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,2
6962292,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,3
6962292,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,4
6962292,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,5
6962292,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",6
6963358,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,1
6963358,Seminar in Scholarly Inquiry 1,SSI-1 181: Science and Theater,2
6963358,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,3
6963358,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",4
6963358,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,5
6963358,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,6
6963529,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,1
6963529,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,2
6963529,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,3
6963529,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,4
6963529,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,5
6963529,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,6
6964096,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,1
6964096,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",2
6964096,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,3
6964096,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,4
6964096,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,5
6964096,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,6
6964418,Seminar in Scholarly Inquiry 1,SSI-1 138: Theatre and Comedy: Drama History and Theory from Aristophanes to the Absurd",1
6964418,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,2
6964418,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,3
6964418,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,4
6964418,Seminar in Scholarly Inquiry 1,SSI-1 104: Travel Writing and The Other,5
6964418,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,6
6965122,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,1
6965122,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,2
6965122,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,3
6965122,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,4
6965122,Seminar in Scholarly Inquiry 1,SSI-1 129: Mao's China -- A Country in Revolution,5
6965122,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),6
6968029,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,1
6968029,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,2
6968029,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,3
6968029,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),4
6968029,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,5
6968029,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,6
6972044,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,1
6972044,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,2
6972044,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,3
6972044,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,4
6972044,Seminar in Scholarly Inquiry 1,SSI-1 135: Hurricane Katrina and the History of New Orleans,5
6972044,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,6
6972848,Seminar in Scholarly Inquiry 1,SSI-1 195: Honors - New World Rhetorics,1
6972848,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,2
6972848,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,3
6972848,Seminar in Scholarly Inquiry 1,SSI-1 181: Science and Theater,4
6972848,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,5
6972848,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,6
6975509,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,1
6975509,Seminar in Scholarly Inquiry 1,SSI-1 115: Imaging Blackness,2
6975509,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,3
6975509,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,4
6975509,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,5
6975509,Seminar in Scholarly Inquiry 1,SSI-1 176: American Autobiography from Franklin to Facebook,6
6976416,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,1
6976416,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,2
6976416,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,3
6976416,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,4
6976416,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,5
6976416,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,6
6978714,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,1
6978714,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),2
6978714,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,3
6978714,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,4
6978714,Seminar in Scholarly Inquiry 1,SSI-1 141: Architectures of Power,5
6978714,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,6
6980917,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,1
6980917,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",2
6980917,Seminar in Scholarly Inquiry 1,SSI-1 108: Empowering Technologies -- Energy in the 21st Century,3
6980917,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,4
6980917,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,5
6980917,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,6
6983029,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,1
6983029,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,2
6983029,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,3
6983029,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,4
6983029,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,5
6983029,Seminar in Scholarly Inquiry 1,SSI-1 179: Women and Power in Byzantium,6
6987582,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,1
6987582,Seminar in Scholarly Inquiry 1,SSI-1 160: Dilemmas of Statecraft,2
6987582,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,3
6987582,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,4
6987582,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",5
6987582,Seminar in Scholarly Inquiry 1,SSI-1 138: Theatre and Comedy: Drama History and Theory from Aristophanes to the Absurd",6
6987882,Seminar in Scholarly Inquiry 1,SSI-1 124: Utopia/Dystopia,1
6987882,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,2
6987882,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,3
6987882,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,4
6987882,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",5
6987882,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,6
6995309,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",1
6995309,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,2
6995309,Seminar in Scholarly Inquiry 1,SSI-1 134: Dreams and Desire: The Liminal World,3
6995309,Seminar in Scholarly Inquiry 1,SSI-1 171: Medical Discourse and the Body,4
6995309,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,5
6995309,Seminar in Scholarly Inquiry 1,SSI-1 165: Never Really Alone: Symbioses and Parasitism Around and Within Us,6
6995426,Seminar in Scholarly Inquiry 1,SSI-1 177: Marriage in History and Literature: An Inquiry into What This Institution is For,1
6995426,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,2
6995426,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,3
6995426,Seminar in Scholarly Inquiry 1,SSI-1 172: The Scientific and Romantic Revolutions (RS),4
6995426,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,5
6995426,Seminar in Scholarly Inquiry 1,SSI-1 175: Utopia and the imagination,6
7108284,Seminar in Scholarly Inquiry 1,SSI-1 117: People Plants and Animals",1
7108284,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,2
7108284,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,3
7108284,Seminar in Scholarly Inquiry 1,SSI-1 118: Doing Gender,4
7108284,Seminar in Scholarly Inquiry 1,SSI-1 144: Constitutional Controversies,5
7108284,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,6
7108294,Seminar in Scholarly Inquiry 1,SSI-1 174: Lethal Othering: Critiquing Genocidal Prejudice,1
7108294,Seminar in Scholarly Inquiry 1,SSI-1 143: Controversies of Communication and Technology,2
7108294,Seminar in Scholarly Inquiry 1,SSI-1 128: The Philosophy and Science of Human Nature,3
7108294,Seminar in Scholarly Inquiry 1,SSI-1 112: Salsa Samba and Soccer: Popular Culture in Latin America",4
7108294,Seminar in Scholarly Inquiry 1,SSI-1 129: Mao's China -- A Country in Revolution,5
7108294,Seminar in Scholarly Inquiry 1,SSI-1 139: The Third Wave: Rock After the Beatles,6
