Class Nbr,Dept,Crs,Sc,Title,Limit,Enrld,W/L,CO,Type,Units,Days,Times,Facil ID,Component,Term,Session,Advising
11175,SOAN, 101,D,Intro to Sociology,28,29,0,SL,E,1.00,__T_T__,15.30- 16.50,MC-202,LEC,2015 Fall,FUL,
8740,SOAN, 102,A,Intro to Anthropology,28,24,0,HM,E,1.00,__T_T__,09.30- 10.50,WY-301,LEC,2015 Fall,FUL,
8741,SOAN, 102,B,Intro to Anthropology,28,29,0,HM,E,1.00,_M_W___,14.00- 15.20,HO-201,LEC,2015 Fall,FUL,
11081,SOAN, 102,C,Intro to Anthropology,28,0,0,HM,E,1.00,_______,-,,LEC,2015 Fall,FUL,
8037,SOAN, 202,A,The Family in Society,28,17,0,,E,1.00,__T_T__,14.00- 15.20,MC-107,LEC,2015 Fall,FUL,
8038,SOAN, 295,A,Social Theory,20,14,0,,E,1.00,__T_T__,09.30- 10.50,MC-203,LEC,2015 Fall,FUL,
8039,SOAN, 296,A,Anthropological Theory,20,12,0,,E,1.00,_M_W_F_,10.00- 10.50,MC-305,LEC,2015 Fall,FUL,
8040,SOAN, 298,A,Social Research,20,13,0,,E,1.00,_M_W_F_,10.00- 10.50,WY-201,LEC,2015 Fall,FUL,
8743,SOAN, 299,A,Ethnographic Methods,20,19,0,,E,1.00,__T____,17.30- 20.00,MC-309,LEC,2015 Fall,FUL,
8240,SPAN, 101,A,Elementary Spanish,22,21,0,FL,E,1.00,_M_W_F_,09.00- 09.50,JO-206,LEC,2015 Fall,FUL,
8240,SPAN, 101,A,Elementary Spanish,22,21,0,FL,E,1.00,__T____,08.30- 09.20,WY-203,LEC,2015 Fall,FUL,
8241,SPAN, 101,B,Elementary Spanish,22,22,0,FL,E,1.00,_M_W_F_,10.00- 10.50,WY-109,LEC,2015 Fall,FUL,
8241,SPAN, 101,B,Elementary Spanish,22,22,0,FL,E,1.00,__T____,10.00- 10.50,WY-203,LEC,2015 Fall,FUL,
8242,SPAN, 101,C,Elementary Spanish,22,21,0,FL,E,1.00,_MTW_F_,10.00- 10.50,JO-303,LEC,2015 Fall,FUL,
8244,SPAN, 101,D,Elementary Spanish,22,23,0,FL,E,1.00,_M_W_F_,11.00- 11.50,JO-303,LEC,2015 Fall,FUL,
8244,SPAN, 101,D,Elementary Spanish,22,23,0,FL,E,1.00,__T____,11.00- 11.50,JO-303,LEC,2015 Fall,FUL,
8243,SPAN, 101,E,Elementary Spanish,22,17,0,FL,E,1.00,_MTW_F_,13.00- 13.50,TR-112,LEC,2015 Fall,FUL,
8243,SPAN, 101,E,Elementary Spanish,22,17,0,FL,E,1.00,_____F_,12.00- 12.50,HO-203,LEC,2015 Fall,FUL,
8246,SPAN, 101,F,Elementary Spanish,22,21,0,FL,E,1.00,_M_W_F_,12.00- 12.50,TR-112,LEC,2015 Fall,FUL,
8246,SPAN, 101,F,Elementary Spanish,22,21,0,FL,E,1.00,_____F_,13.00- 13.50,HO-203,LEC,2015 Fall,FUL,
8246,SPAN, 101,F,Elementary Spanish,22,21,0,FL,E,1.00,__T____,11.30- 12.20,HO-011,LEC,2015 Fall,FUL,
8245,SPAN, 101,G,Elementary Spanish,22,21,0,FL,E,1.00,_MTW_F_,13.00- 13.50,JO-303,LEC,2015 Fall,FUL,
8623,SPAN, 101,H,Elementary Spanish,22,21,0,FL,E,1.00,_MTW_F_,14.00- 14.50,JO-204,LEC,2015 Fall,FUL,
8247,SPAN, 201,A,Intermediate Spanish,20,21,0,FL,E,1.00,_M_W_F_,09.00- 09.50,HO-011,LEC,2015 Fall,FUL,
8248,SPAN, 201,B,Intermediate Spanish,20,20,0,FL,E,1.00,_M_W_F_,10.00- 10.50,TR-112,LEC,2015 Fall,FUL,
8248,SPAN, 201,B,Intermediate Spanish,20,20,0,FL,E,1.00,_____F_,10.00- 10.50,WEY-402,LEC,2015 Fall,FUL,
8250,SPAN, 201,C,Intermediate Spanish,20,21,0,FL,E,1.00,_M_W_F_,10.00- 10.50,HO-011,LEC,2015 Fall,FUL,
8249,SPAN, 201,D,Intermediate Spanish,20,17,0,FL,E,1.00,_M_W_F_,11.00- 11.50,TR-112,LEC,2015 Fall,FUL,
8249,SPAN, 201,D,Intermediate Spanish,20,17,0,FL,E,1.00,_____F_,11.00- 11.50,WEY-402,LEC,2015 Fall,FUL,
8251,SPAN, 201,E,Intermediate Spanish,20,17,0,FL,E,1.00,_M_W_F_,11.00- 11.50,HO-011,LEC,2015 Fall,FUL,
8252,SPAN, 201,F,Intermediate Spanish,20,19,0,FL,E,1.00,_M_W_F_,12.00- 12.50,HO-011,LEC,2015 Fall,FUL,
8253,SPAN, 201,G,Intermediate Spanish,20,19,0,FL,E,1.00,_M_W_F_,13.00- 13.50,JO-208,LEC,2015 Fall,FUL,
8254,SPAN, 201,H,Intermediate Spanish,20,20,0,FL,E,1.00,_M_W_F_,14.00- 14.50,JO-206,LEC,2015 Fall,FUL,
8708,SPAN, 203,A,Advanced Grammar & Composition,20,19,0,FL,E,1.00,__T_T__,09.30- 10.50,TR-112,LEC,2015 Fall,FUL,
8708,SPAN, 203,A,Advanced Grammar & Composition,20,19,0,FL,E,1.00,____T__,09.30- 10.50,HO-011,LEC,2015 Fall,FUL,
8709,SPAN, 203,B,Advanced Grammar & Composition,20,22,0,FL,E,1.00,__T_T__,11.00- 12.20,TR-112,LEC,2015 Fall,FUL,
8709,SPAN, 203,B,Advanced Grammar & Composition,20,22,0,FL,E,1.00,____T__,11.00- 12.20,HO-011,LEC,2015 Fall,FUL,
8624,SPAN, 204,A,Advanced Oral Expression,20,20,0,FL,E,1.00,_M_W_F_,10.00- 10.50,WY-203,LEC,2015 Fall,FUL,Y
8625,SPAN, 204,B,Advanced Oral Expression,20,16,0,FL,E,1.00,_M_W_F_,11.00- 11.50,WY-203,LEC,2015 Fall,FUL,
8626,SPAN, 210,A,Latina/o America,20,13,0,HM,E,1.00,__T_T__,12.30- 13.50,WY-208,LEC,2015 Fall,FUL,
8626,SPAN, 210,A,Latina/o America,20,13,0,KN,E,1.00,__T_T__,12.30- 13.50,WY-208,LEC,2015 Fall,FUL,
10942,SPAN, 210,B,Latina/o America,20,4,0,HM,E,1.00,__T_T__,14.00- 15.20,WY-208,LEC,2015 Fall,FUL,
10942,SPAN, 210,B,Latina/o America,20,4,0,KN,E,1.00,__T_T__,14.00- 15.20,WY-208,LEC,2015 Fall,FUL,
8256,SPAN, 300,A,"Literature Theory & Practice",20,13,0,,E,1.00,__T_T__,11.00- 12.20,WY-203,LEC,2015 Fall,FUL,
8257,SPAN, 300,B,"Literature Theory & Practice",20,11,0,,E,1.00,__T_T__,12.30- 13.50,WY-203,LEC,2015 Fall,FUL,
10878,SSI1, 104,A,Why Travel,17,15,0,SSI,E,1.00,__T_T__,14.00- 15.20,WY-206,SEM,2015 Fall,FUL,Y
10879,SSI1, 104,B,Why Travel,17,15,0,SSI,E,1.00,__T_T__,15.30- 16.50,WY-206,SEM,2015 Fall,FUL,
11110,SSI1, 108,A,Energy in the 21st Century,17,17,0,SSI,E,1.00,_M_W_F_,11.00- 11.50,CO-272,SEM,2015 Fall,FUL,
8654,SSI1, 112,A,Latin American Popular Culture,17,17,0,SSI,E,1.00,_M_W_F_,11.00- 11.50,WY-304,SEM,2015 Fall,FUL,
8516,SSI1, 115,A,Imaging Blackness,17,17,0,SSI,E,1.00,__T_T__,12.30- 13.50,JO-204,SEM,2015 Fall,FUL,
11082,SSI1, 117,A,"People Plants and Animals",17,17,0,SSI,E,1.00,__T_T__,14.00- 15.20,HO-201,SEM,2015 Fall,FUL,
11083,SSI1, 117,B,"People Plants and Animals",17,16,0,SSI,E,1.00,__T_T__,15.30- 16.50,HO-201,SEM,2015 Fall,FUL,
10912,SSI1, 118,A,Doing Gender,17,17,0,SSI,E,1.00,_M_W___,14.00- 15.20,CO-271,SEM,2015 Fall,FUL,
10913,SSI1, 118,B,Doing Gender,17,17,0,SSI,E,1.00,_M_W___,15.30- 16.50,CO-271,SEM,2015 Fall,FUL,
8508,SSI1, 124,A,Utopia/Dystopia,18,19,0,SSI,E,1.00,_M_W_F_,13.00- 13.50,WY-308,SEM,2015 Fall,FUL,
8604,SSI1, 128,A,Human Nature,17,17,0,SSI,E,1.00,_M_W_F_,11.00- 11.50,WY-107,SEM,2015 Fall,FUL,Y
11118,SSI1, 128,B,Human Nature,17,13,0,SSI,E,1.00,_M_W_F_,10.00- 10.50,TH-178,SEM,2015 Fall,FUL,
11119,SSI1, 128,C,Human Nature,17,17,0,SSI,E,1.00,_M_W_F_,12.00- 12.50,WY-208,SEM,2015 Fall,FUL,
10928,SSI1, 129,A,Mao's China,17,14,0,SSI,E,1.00,_M_W_F_,10.00- 10.50,WY-306,SEM,2015 Fall,FUL,Y
8509,SSI1, 134,A,Dreams and Desire,17,16,0,SSI,E,1.00,_M_W_F_,13.00- 13.50,WY-311,SEM,2015 Fall,FUL,
8510,SSI1, 134,B,Dreams and Desire,17,17,0,SSI,E,1.00,__T_T__,14.00- 15.20,WY-311,SEM,2015 Fall,FUL,
8497,SSI1, 135,A,Hurricane Katrina,17,17,0,SSI,E,1.00,_M_W_F_,09.00- 09.50,WY-304,SEM,2015 Fall,FUL,Y
9252,SSI1, 138,A,Theatre and Comedy,17,17,0,SSI,E,1.00,_M_W_F_,09.00- 09.50,WY-311,SEM,2015 Fall,FUL,
8663,SSI1, 138,B,Theatre and Comedy,17,17,0,SSI,E,1.00,_M_W_F_,10.00- 10.50,WY-305,SEM,2015 Fall,FUL,Y
9256,SSI1, 138,C,Theatre and Comedy,17,17,0,SSI,E,1.00,_M_W_F_,12.00- 12.50,WY-206,SEM,2015 Fall,FUL,
11089,SSI1, 139,A,Rock After the Beatles,17,16,0,SSI,E,1.00,_M_W_F_,11.00- 11.50,MU-106,SEM,2015 Fall,FUL,
8666,SSI1, 141,A,Architectures of Power,17,16,0,SSI,E,1.00,__T_T__,09.30- 10.50,WY-311,SEM,2015 Fall,FUL,
11126,SSI1, 141,B,Architectures of Power,17,17,0,SSI,E,1.00,_M_W_F_,11.00- 11.50,WY-305,SEM,2015 Fall,FUL,
11168,SSI1, 141,C,Architectures of Power,17,14,0,SSI,E,1.00,__T_T__,12.30- 13.50,WY-306,SEM,2015 Fall,FUL,
8762,SSI1, 143,A,Controversies of Communication,17,0,0,SSI,E,1.00,_______,-,,SEM,2015 Fall,FUL,
10909,SSI1, 143,B,Controversies of Communication,17,0,0,SSI,E,1.00,_______,-,,SEM,2015 Fall,FUL,
8613,SSI1, 144,A,Constitutional Controversies,17,16,0,SSI,E,1.00,_M_W_F_,12.00- 12.50,JO-204,SEM,2015 Fall,FUL,Y
11106,SSI1, 160,A,Dilemmas of Statecraft,17,18,0,SSI,E,1.00,_M_W_F_,14.00- 14.50,WY-201,LEC,2015 Fall,FUL,
9247,SSI1, 165,A,Never Really Alone,17,18,0,SSI,E,1.00,_M_W_F_,10.00- 10.50,TH-188,SEM,2015 Fall,FUL,
8529,SSI1, 171,A,Medical Discourse and the Body,17,17,0,SSI,E,1.00,_M_W_F_,13.00- 13.50,WY-107,SEM,2015 Fall,FUL,
10941,SSI1, 172,A,Science & Romantic Revolutions,17,18,0,SSI,E,1.00,_M_W_F_,10.00- 10.50,WY-304,SEM,2015 Fall,FUL,Y
8523,SSI1, 174,A,Lethal Othering,17,17,0,SSI,E,1.00,_M_W_F_,09.00- 09.50,MC-212,SEM,2015 Fall,FUL,
8535,SSI1, 175,A,Utopia and the Imagination,17,17,1,SSI,E,1.00,_M_W_F_,11.00- 11.50,WY-311,SEM,2015 Fall,FUL,
8536,SSI1, 175,B,Utopia and the Imagination,17,16,0,SSI,E,1.00,_M_W_F_,15.00- 15.50,WY-311,SEM,2015 Fall,FUL,
9235,SSI1, 176,A,American Autobiography,17,16,0,SSI,E,1.00,_M_W_F_,14.00- 14.50,MC-212,SEM,2015 Fall,FUL,
9236,SSI1, 176,B,American Autobiography,17,9,0,SSI,E,1.00,_M_W_F_,16.00- 16.50,WY-305,SEM,2015 Fall,FUL,
11116,SSI1, 177,A,What is Marriage For?,17,15,0,SSI,E,1.00,_M_W_F_,11.00- 11.50,MC-320,LEC,2015 Fall,FUL,Y
11050,SSI1, 179,A,Women and Power in Byzantium,17,16,0,SSI,E,1.00,_M_W___,14.00- 15.20,KT-122,LEC,2015 Fall,FUL,
11155,SSI1, 181,A,Science and Theater,17,15,0,SSI,E,1.00,_M_W_F_,11.00- 11.50,TH-188,LEC,2015 Fall,FUL,
11188,SSI1, 186,A,Presidential Rhetoric,17,17,0,SSI,E,1.00,_M_W_F_,13.00- 13.50,MC-202,LEC,2015 Fall,FUL,
11187,SSI1, 187,A,Controversies: American Dream,17,17,0,SSI,E,1.00,_M_W_F_,13.00- 13.50,WY-204,LEC,2015 Fall,FUL,
11027,SSI1, 190,A,Translation on Stage,17,17,0,SSI,E,1.00,_M_W_F_,10.00- 10.50,WY-107,SEM,2015 Fall,FUL,Y
8514,SSI1, 195,A,New World Rhetorics,17,14,0,SSI,E,1.00,_M_W_F_,11.00- 11.50,WY-201,SEM,2015 Fall,FUL,Y
8515,SSI1, 195,B,New World Rhetorics,17,17,0,SSI,E,1.00,_M_W_F_,13.00- 13.50,WY-201,SEM,2015 Fall,FUL,Y
8475,STS, 201,A,STS I:  Antiquity to 1800,28,28,0,HM,E,1.00,_M_W_F_,12.00- 12.50,TH-391,LEC,2015 Fall,FUL,
11135,THAI, 101,A,Elementary Thai,22,16,0,FL,E,1.00,_M_W___,18.00- 19.50,WY-203,LEC,2015 Fall,FUL,
8506,THTR, 200,A,The Theatrical Experience,28,27,0,AR,E,1.00,__T_T__,09.30- 10.50,JO-203,LEC,2015 Fall,FUL,
11049,THTR, 200,B,The Theatrical Experience,28,28,0,AR,E,1.00,_M_W_F_,11.00- 11.50,JO-203,LEC,2015 Fall,FUL,
11026,THTR, 215,A,Fundamentals of Acting,16,14,0,,E,1.00,__T_T__,15.30- 16.50,JO-203,LEC,2015 Fall,FUL,
11028,THTR, 215,AA,Fundamentals of Acting,16,14,0,,N,0.00,__T____,14.00- 15.20,JO-203,LAB,2015 Fall,FUL,
8207,THTR, 217,A,Technical Theatre,15,12,0,,E,1.00,_M_W___,09.00- 10.50,JO-201,LEC,2015 Fall,FUL,
8495,THTR, 217,BRKA,Technical Theatre,0,0,0,,N,0.00,_M_W___,09.00- 09.50,JO-203,BRK,2015 Fall,FUL,
8659,THTR, 291,A,Theatre Production,35,17,0,,E,0.25,_______,-,NONE,THT,2015 Fall,FUL,
